epoch,step,train_loss
3,49,14513.330078125
7,99,7846.5849609375
11,149,5069.61767578125
15,199,4732.84765625
19,249,3716.31103515625
23,299,5958.73046875
26,349,5094.80419921875
30,399,2502.11962890625
34,449,6456.93408203125
38,499,6778.5849609375
42,549,6988.515625
46,599,3420.5634765625
49,649,1609.754150390625
